X                     	Y                     	FLY0                  	FF                    	FLY                   	Exact                 	Error                 
-7.699999999999996E-01	+8.696478874769957E-01	+4.188419447406046E-01	-5.533400806173605E-03	+4.133085439344310E-01	+4.133083914717697E-01	+1.524626612736668E-07
-7.599999999999980E-01	+8.721695713162825E-01	+4.216434245456209E-01	-5.533387637178985E-03	+4.161100369084419E-01	+4.161101918803399E-01	+1.549718979254600E-07
-7.500000000000000E-01	+8.746896591546225E-01	+4.244545576988694E-01	-5.533374640410177E-03	+4.189211830584593E-01	+4.189210306177232E-01	+1.524407360342650E-07
-7.400000000000020E-01	+8.772075959578099E-01	+4.272734817245771E-01	-5.533361815863939E-03	+4.217401199087131E-01	+4.217402748956541E-01	+1.549869410033544E-07
-7.300000000000004E-01	+8.797228099196035E-01	+4.301007650508191E-01	-5.533349163537075E-03	+4.245674158872820E-01	+4.245672634631078E-01	+1.524241742267840E-07
-7.199999999999989E-01	+8.822347122968615E-01	+4.329344877479209E-01	-5.533336683426430E-03	+4.274011510644944E-01	+4.274013060608274E-01	+1.549963329905424E-07
-7.100000000000009E-01	+8.847426972619270E-01	+4.357751596865888E-01	-5.533324375528890E-03	+4.302418353110599E-01	+4.302416828973039E-01	+1.524137560049432E-07
-6.999999999999993E-01	+8.872461417736567E-01	+4.386208013895047E-01	-5.533312239841383E-03	+4.330874891496633E-01	+4.330876441489687E-01	+1.549993053906462E-07
-6.899999999999977E-01	+8.897444054685291E-01	+4.414718621741409E-01	-5.533300276360890E-03	+4.359385618977800E-01	+4.359384094874822E-01	+1.524102978267550E-07
-6.799999999999997E-01	+8.922368305733304E-01	+4.443263011272167E-01	-5.533288485084418E-03	+4.387930126421323E-01	+4.387931676371441E-01	+1.549950118251431E-07
-6.700000000000017E-01	+8.947227418409289E-01	+4.471845052461917E-01	-5.533276866009035E-03	+4.416512283801827E-01	+4.416510759655523E-01	+1.524146304721086E-07
-6.600000000000001E-01	+8.972014465106900E-01	+4.500443705472739E-01	-5.533265419131838E-03	+4.445111051281420E-01	+4.445112601107503E-01	+1.549826083024897E-07
-6.499999999999986E-01	+8.996722342951161E-01	+4.529062202203157E-01	-5.533254144449977E-03	+4.473729660758657E-01	+4.473728136482285E-01	+1.524276371789313E-07
-6.400000000000006E-01	+9.021343773943280E-01	+4.557678858819795E-01	-5.533243041960637E-03	+4.502346428400189E-01	+4.502347978012376E-01	+1.549612187456972E-07
-6.299999999999990E-01	+9.045871305400112E-01	+4.586296257598067E-01	-5.533232111661050E-03	+4.530963936481456E-01	+4.530962411979706E-01	+1.524501750393981E-07
-6.200000000000010E-01	+9.070297310704643E-01	+4.614892061028106E-01	-5.533221353548491E-03	+4.559559847492621E-01	+4.559561396792380E-01	+1.549299759040501E-07
-6.099999999999994E-01	+9.094613990384240E-01	+4.643468194111086E-01	-5.533210767620277E-03	+4.588136086434884E-01	+4.588134561603788E-01	+1.524831095278678E-07
-6.000000000000014E-01	+9.118813373532959E-01	+4.672001660170039E-01	-5.533200353873769E-03	+4.616669656631301E-01	+4.616671205511508E-01	+1.548880206869718E-07
-5.899999999999999E-01	+9.142887319594695E-01	+4.700493723770594E-01	-5.533190112306369E-03	+4.645161822647531E-01	+4.645160297374605E-01	+1.525272925739785E-07
-5.799999999999983E-01	+9.166827520523291E-01	+4.728920728371575E-01	-5.533180042915526E-03	+4.673588927942419E-01	+4.673590476287603E-01	+1.548345184287925E-07
-5.700000000000003E-01	+9.190625503335994E-01	+4.757283280042373E-01	-5.533170145698725E-03	+4.701951578585385E-01	+4.701950052750143E-01	+1.525835242599527E-07
-5.600000000000023E-01	+9.214272633076017E-01	+4.785557067090380E-01	-5.533160420653504E-03	+4.730225462883845E-01	+4.730227010570970E-01	+1.547687124570096E-07
-5.500000000000007E-01	+9.237760116199641E-01	+4.813742044748048E-01	-5.533150867777432E-03	+4.758410536070274E-01	+4.758409009544751E-01	+1.526525523209976E-07
-5.399999999999991E-01	+9.261079004402876E-01	+4.841813256911778E-01	-5.533141487068128E-03	+4.786481842041097E-01	+4.786483388939869E-01	+1.546898772408767E-07
-5.300000000000011E-01	+9.284220198902033E-01	+4.869770021970199E-01	-5.533132278523257E-03	+4.814438699184966E-01	+4.814437171834644E-01	+1.527350322327869E-07
-5.199999999999996E-01	+9.307174455181824E-01	+4.897586756785783E-01	-5.533123242140519E-03	+4.842255524364378E-01	+4.842257070338488E-01	+1.545974109840031E-07
-5.099999999999980E-01	+9.329932388223672E-01	+4.925262163827638E-01	-5.533114377917662E-03	+4.869931020048462E-01	+4.869929491733202E-01	+1.528315259902158E-07
-5.000000000000000E-01	+9.352484478226213E-01	+4.952770057518731E-01	-5.533105685852476E-03	+4.897439000660206E-01	+4.897440545568481E-01	+1.544908275197265E-07
-4.900000000000020E-01	+9.374821076828600E-01	+4.980108552827414E-01	-5.533097165942798E-03	+4.924777581167986E-01	+4.924776051743633E-01	+1.529424352164632E-07
-4.800000000000004E-01	+9.396932413846106E-01	+5.007250894089612E-01	-5.533088818186494E-03	+4.951920005907747E-01	+4.951921549605547E-01	+1.543697800143740E-07
-4.699999999999989E-01	+9.418808604526187E-01	+5.034194645196841E-01	-5.533080642581490E-03	+4.978863838771026E-01	+4.978862308090611E-01	+1.530680415195995E-07
-4.600000000000009E-01	+9.440439657331683E-01	+5.060912520985857E-01	-5.533072639125746E-03	+5.005581794594600E-01	+5.005583336935631E-01	+1.542341030447147E-07
-4.499999999999993E-01	+9.461815482256178E-01	+5.087401579141739E-01	-5.533064807817267E-03	+5.032070931063567E-01	+5.032069398979627E-01	+1.532083939714823E-07
-4.399999999999977E-01	+9.482925899674680E-01	+5.113634054223322E-01	-5.533057148654098E-03	+5.058303482736780E-01	+5.058305023575023E-01	+1.540838242553022E-07
-4.299999999999997E-01	+9.503760649731154E-01	+5.139606551373190E-01	-5.533049661634333E-03	+5.084276054756847E-01	+5.084274521123233E-01	+1.533633613437502E-07
-4.200000000000017E-01	+9.524309402262168E-01	+5.165290883020794E-01	-5.533042346756103E-03	+5.109960459553233E-01	+5.109961998745383E-01	+1.539192149291324E-07
-4.100000000000001E-01	+9.544561767253820E-01	+5.190683264460336E-01	-5.533035204017584E-03	+5.135352912420160E-01	+5.135351377094547E-01	+1.535325613311045E-07
-3.999999999999986E-01	+9.564507305826917E-01	+5.215755153237778E-01	-5.533028233416996E-03	+5.160424870903608E-01	+5.160426408311259E-01	+1.537407651186484E-07
-3.900000000000006E-01	+9.584135541742954E-01	+5.240502446622040E-01	-5.533021434952601E-03	+5.185172232272514E-01	+5.185170695118994E-01	+1.537153520025925E-07
-3.799999999999990E-01	+9.603435973420896E-01	+5.264896323644450E-01	-5.533014808622705E-03	+5.209566175558223E-01	+5.209567711050906E-01	+1.535492683002460E-07
-3.700000000000010E-01	+9.622398086452155E-01	+5.288932444445876E-01	-5.533008354425653E-03	+5.233602360901620E-01	+5.233600821793466E-01	+1.539108154258173E-07
-3.599999999999994E-01	+9.641011366598679E-01	+5.312581794892752E-01	-5.533002072359838E-03	+5.257251774169154E-01	+5.257253307626955E-01	+1.533457800739768E-07
-3.500000000000014E-01	+9.659265313255940E-01	+5.335839887737941E-01	-5.532995962423696E-03	+5.280509928113704E-01	+5.280508386936265E-01	+1.541177439001729E-07
-3.399999999999999E-01	+9.677149453360259E-01	+5.358677609689135E-01	-5.532990024615696E-03	+5.303347709442978E-01	+5.303349240759571E-01	+1.531316592418008E-07
-3.299999999999983E-01	+9.694653355716555E-01	+5.381090424271092E-01	-5.532984258934369E-03	+5.325760581681749E-01	+5.325759038335420E-01	+1.543346328514161E-07
-3.200000000000003E-01	+9.711766645720162E-01	+5.403049221170766E-01	-5.532978665378267E-03	+5.347719434516983E-01	+5.347720963602569E-01	+1.529085585927348E-07
-3.100000000000023E-01	+9.728479020443196E-01	+5.424549520636057E-01	-5.532973243946003E-03	+5.369219788196598E-01	+5.369218242599900E-01	+1.545596697294371E-07
-3.000000000000007E-01	+9.744780264053099E-01	+5.445562324869023E-01	-5.532967994636221E-03	+5.390232644922661E-01	+5.390234171706946E-01	+1.526784284555660E-07
-2.899999999999991E-01	+9.760660263528268E-01	+5.466083323741140E-01	-5.532962917447614E-03	+5.410753694566663E-01	+5.410752146658877E-01	+1.547907786392244E-07
-2.800000000000011E-01	+9.776109024632780E-01	+5.486083747951824E-01	-5.532958012378917E-03	+5.430754167828035E-01	+5.430755692263025E-01	+1.524434990463064E-07
-2.699999999999996E-01	+9.791116688109553E-01	+5.505559575787503E-01	-5.532953279428905E-03	+5.450230042993214E-01	+5.450228492737346E-01	+1.550255868121297E-07
-2.599999999999980E-01	+9.805673546048594E-01	+5.524482387708174E-01	-5.532948718596396E-03	+5.469152900522209E-01	+5.469154422584711E-01	+1.522062501591037E-07
-2.500000000000000E-01	+9.819770058384671E-01	+5.542848573824659E-01	-5.532944329880260E-03	+5.487519130525856E-01	+5.487517577910931E-01	+1.552614925515172E-07
-2.400000000000020E-01	+9.833396869476252E-01	+5.560630189526963E-01	-5.532940113279398E-03	+5.505300788394168E-01	+5.505302308088224E-01	+1.519694055041043E-07
-2.300000000000004E-01	+9.846544824715463E-01	+5.577824163305201E-01	-5.532936068792760E-03	+5.522494802617273E-01	+5.522493247660365E-01	+1.554956907678928E-07
-2.199999999999989E-01	+9.859204987116874E-01	+5.594403152986391E-01	-5.532932196419336E-03	+5.539073831022198E-01	+5.539075348380655E-01	+1.517358457769902E-07
-2.100000000000009E-01	+9.871368653831208E-01	+5.610364753482775E-01	-5.532928496158163E-03	+5.555035468521193E-01	+5.555033911269118E-01	+1.557252075068405E-07
-1.999999999999993E-01	+9.883027372528531E-01	+5.625682353165161E-01	-5.532924968008317E-03	+5.570353103485078E-01	+5.570354618571208E-01	+1.515086129888488E-07
